@relation EtiquetasConsultas

@attribute specificity {medium, specific, broad}
@attribute task {inf, notinf, both}
@attribute objective {resource, action}
@attribute authosen {yes, no}
@attribute spatialsen {yes, no}
@attribute timesen {yes, no}
@attribute polywords {yes, no}
@attribute genre {reference, news, business, community}



@attribute topic {Adults-Sex, Arts-Culture, Finance, Cars-Transportation, Computers-Internet, Education, Entertainment-Music-Games, Health, Home-Garden, Politics-Government, Religion-Belief-Systems, Science-Mathematics, Social-Science, Sports, Technology-Electronic, Travel, Beauty-Style, Industrial-Goods-Services, Undefined, Work, Food-Drink, Charity, Person}

@data
specific,inf,resource,yes,no,no,no,reference,Politics-Government
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Health
medium,both,action,no,no,no,no,business,Home-Garden
medium,notinf,resource,no,no,no,no,reference,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Computers-Internet
medium,notinf,action,no,no,no,no,business,Home-Garden
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,notinf,action,yes,yes,no,no,reference,Finance
specific,inf,resource,yes,yes,no,no,reference,Education
medium,notinf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,no,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Adults-Sex
medium,inf,resource,no,no,no,no,reference,Adults-Sex
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,yes,no,no,reference,Entertainment-Music-Games
specific,inf,resource,yes,no,no,no,reference,Health
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
medium,both,resource,no,yes,no,no,business,Travel
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,notinf,resource,yes,yes,no,no,reference,Politics-Government
medium,notinf,resource,no,no,no,no,reference,Arts-Culture
specific,inf,resource,yes,no,no,no,reference,Travel
medium,both,action,no,no,no,no,reference,Entertainment-Music-Games
medium,both,resource,no,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,no,no,no,no,community,Adults-Sex
specific,inf,resource,no,no,no,no,reference,Adults-Sex
medium,both,resource,no,yes,no,no,business,Travel
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,no,yes,no,no,reference,Travel
medium,inf,resource,no,no,no,no,reference,Adults-Sex
medium,notinf,resource,no,no,no,no,reference,Education
medium,both,resource,no,yes,no,no,business,Travel
medium,inf,resource,yes,yes,no,no,reference,Travel
medium,notinf,action,no,no,no,no,business,Cars-Transportation
specific,inf,resource,no,no,no,no,reference,Beauty-Style
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
medium,both,action,yes,no,no,no,business,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,no,no,no,no,reference,Adults-Sex
medium,inf,resource,no,yes,no,no,business,Home-Garden
medium,both,resource,no,no,no,no,reference,Science-Mathematics
specific,both,action,no,no,no,no,reference,Computers-Internet
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,both,resource,no,yes,no,no,business,Travel
medium,notinf,action,yes,yes,yes,no,business,Finance
medium,inf,resource,no,yes,no,no,reference,Health
medium,notinf,resource,no,yes,no,no,reference,Travel
specific,inf,resource,no,no,no,no,reference,Industrial-Goods-Services
medium,notinf,resource,no,no,no,no,reference,Adults-Sex
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
specific,notinf,action,no,yes,no,no,business,Finance
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,action,no,no,no,no,business,Finance
specific,inf,resource,no,yes,no,no,business,Computers-Internet
medium,inf,resource,no,no,no,no,reference,Computers-Internet
medium,inf,resource,yes,no,no,no,reference,Education
specific,both,resource,yes,yes,no,no,reference,Politics-Government
medium,notinf,action,no,no,no,no,business,Finance
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
broad,both,resource,no,no,no,no,reference,Undefined
medium,inf,resource,no,yes,no,no,business,Cars-Transportation
medium,inf,resource,no,no,no,no,community,Health
medium,notinf,action,no,yes,no,no,business,Travel
specific,inf,resource,no,yes,no,no,reference,Travel
broad,inf,resource,no,no,no,no,reference,Adults-Sex
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,no,no,no,no,reference,Beauty-Style
medium,both,action,no,no,no,no,reference,Entertainment-Music-Games
specific,inf,resource,no,no,no,no,news,Sports
medium,notinf,resource,no,yes,no,no,reference,Arts-Culture
specific,inf,resource,no,yes,no,no,business,Computers-Internet
medium,notinf,action,no,no,no,no,business,Finance
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
medium,notinf,action,no,no,no,no,business,Cars-Transportation
medium,both,resource,no,no,no,no,reference,Home-Garden
medium,inf,resource,no,no,no,no,reference,Finance
medium,inf,resource,no,no,no,no,reference,Finance
specific,inf,resource,no,yes,no,no,reference,Education
medium,inf,resource,no,no,no,no,reference,Finance
medium,notinf,resource,no,no,no,no,reference,Entertainment-Music-Games
specific,inf,resource,yes,no,no,no,reference,Politics-Government
medium,inf,resource,yes,no,no,no,reference,Finance
medium,both,action,no,no,no,no,reference,Computers-Internet
specific,inf,resource,no,yes,no,no,business,Computers-Internet
medium,notinf,action,no,no,no,no,business,Finance
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,both,resource,no,yes,no,no,business,Home-Garden
medium,inf,action,no,no,no,no,reference,Entertainment-Music-Games
specific,inf,resource,yes,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,yes,no,no,business,Cars-Transportation
medium,both,resource,no,no,no,no,reference,Arts-Culture
medium,notinf,resource,no,no,no,no,business,Finance
medium,inf,resource,no,no,no,no,community,Sports
medium,both,resource,yes,no,no,no,reference,Travel
specific,inf,resource,yes,no,no,no,business,Travel
specific,inf,resource,no,yes,no,no,reference,Industrial-Goods-Services
specific,both,action,yes,no,no,no,business,Entertainment-Music-Games
medium,both,resource,no,no,no,no,reference,Health
medium,inf,resource,no,yes,no,no,reference,Religion-Belief-Systems
medium,inf,resource,no,no,no,no,reference,Technology-Electronic
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
specific,both,resource,no,yes,no,no,reference,Religion-Belief-Systems
specific,both,resource,yes,yes,no,no,business,Travel
specific,both,resource,yes,yes,no,no,business,Travel
specific,both,resource,yes,yes,no,no,business,Travel
specific,inf,resource,no,yes,no,no,business,Health
medium,inf,resource,yes,yes,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Adults-Sex
specific,inf,action,no,no,no,no,business,Entertainment-Music-Games
medium,both,action,no,no,no,no,reference,Entertainment-Music-Games
medium,inf,action,yes,no,no,no,business,Cars-Transportation
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,notinf,action,no,no,no,no,business,Finance
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,both,resource,no,no,no,no,reference,Arts-Culture
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,inf,resource,no,yes,no,no,reference,Religion-Belief-Systems
specific,both,action,yes,no,no,no,reference,Entertainment-Music-Games
specific,inf,resource,yes,no,no,no,reference,Travel
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,yes,no,no,no,reference,Finance
specific,both,resource,no,no,no,no,business,Beauty-Style
specific,inf,resource,yes,no,no,no,reference,Health
medium,notinf,action,yes,yes,no,no,business,Industrial-Goods-Services
medium,notinf,action,no,no,no,no,reference,Computers-Internet
medium,notinf,action,no,no,no,no,business,Finance
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,both,resource,no,yes,no,no,business,Travel
medium,notinf,action,no,no,no,no,business,Finance
specific,notinf,action,yes,no,no,no,reference,Entertainment-Music-Games
specific,inf,resource,no,no,no,no,reference,Health
medium,inf,resource,yes,yes,no,no,reference,Travel
medium,inf,action,yes,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Finance
medium,notinf,resource,no,no,no,no,reference,Social-Science
medium,inf,resource,no,yes,no,no,business,Home-Garden
specific,inf,resource,no,no,no,no,reference,Finance
medium,inf,resource,no,yes,no,no,business,Home-Garden
specific,inf,resource,yes,no,no,no,reference,Health
specific,inf,action,no,no,no,no,business,Entertainment-Music-Games
medium,both,action,no,no,no,no,business,Technology-Electronic
broad,both,action,no,yes,no,no,reference,Entertainment-Music-Games
specific,inf,action,no,no,no,no,reference,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Adults-Sex
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,notinf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,no,yes,yes,no,reference,Finance
specific,both,resource,no,no,no,no,reference,Health
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,both,action,no,no,no,no,business,Home-Garden
specific,both,resource,yes,yes,no,no,business,Travel
specific,notinf,action,yes,no,no,no,reference,Computers-Internet
medium,inf,resource,no,yes,no,no,business,Home-Garden
medium,notinf,resource,no,yes,no,no,reference,Social-Science
medium,both,action,no,no,no,no,reference,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Home-Garden
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,community,Science-Mathematics
medium,both,resource,no,yes,no,no,reference,Education
medium,notinf,action,no,no,no,no,reference,Adults-Sex
medium,inf,resource,no,no,no,no,reference,Education
specific,both,resource,no,no,no,no,reference,Health
medium,both,action,no,no,no,no,business,Technology-Electronic
medium,both,resource,yes,no,no,no,reference,Politics-Government
medium,notinf,action,no,no,no,no,reference,Arts-Culture
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,action,no,no,no,no,reference,Entertainment-Music-Games
medium,both,resource,no,yes,no,no,business,Home-Garden
specific,both,resource,no,no,no,no,business,Industrial-Goods-Services
medium,both,action,no,no,no,no,reference,Entertainment-Music-Games
medium,notinf,resource,no,no,no,no,reference,Arts-Culture
specific,both,resource,yes,yes,no,no,business,Travel
medium,inf,action,yes,no,no,no,community,Adults-Sex
medium,inf,resource,no,no,no,no,reference,Computers-Internet
specific,inf,resource,yes,no,no,no,reference,Politics-Government
medium,inf,resource,no,yes,no,no,business,Travel
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Social-Science
specific,both,resource,yes,yes,no,no,business,Computers-Internet
medium,inf,resource,no,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,yes,no,no,reference,Travel
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,yes,yes,no,no,reference,Travel
medium,inf,resource,no,no,no,no,reference,Home-Garden
medium,inf,action,yes,no,no,no,community,Adults-Sex
specific,inf,resource,no,yes,no,no,reference,Education
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Adults-Sex
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
medium,both,action,no,no,no,no,business,Technology-Electronic
medium,inf,action,yes,no,no,no,reference,Health
specific,both,action,no,yes,no,no,community,Entertainment-Music-Games
medium,notinf,resource,no,yes,no,no,reference,Social-Science
medium,both,resource,no,yes,no,no,business,Travel
specific,both,action,yes,yes,no,no,business,Cars-Transportation
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
medium,inf,resource,no,yes,no,no,business,Home-Garden
medium,inf,resource,no,no,no,no,reference,Adults-Sex
medium,inf,resource,no,no,no,no,reference,Politics-Government
specific,inf,resource,no,no,no,no,reference,Health
medium,inf,resource,yes,no,no,no,reference,Finance
medium,notinf,action,no,no,no,no,business,Cars-Transportation
medium,notinf,action,no,no,no,no,business,Travel
medium,both,resource,no,no,no,no,business,Finance
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,both,resource,no,yes,no,no,business,Home-Garden
medium,inf,resource,yes,no,no,no,reference,Cars-Transportation
specific,both,resource,yes,yes,no,no,reference,Health
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Adults-Sex
specific,inf,resource,yes,no,no,no,reference,Health
medium,both,resource,no,no,no,no,reference,Arts-Culture
medium,inf,resource,no,no,no,no,reference,Health
medium,both,resource,no,no,no,no,business,Finance
medium,inf,resource,no,no,no,no,reference,Adults-Sex
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
specific,notinf,resource,yes,yes,no,no,business,Home-Garden
medium,both,resource,no,yes,no,no,reference,Arts-Culture
specific,both,action,no,no,no,no,reference,Computers-Internet
specific,both,resource,yes,yes,no,no,business,Industrial-Goods-Services
medium,inf,action,no,no,no,no,reference,Entertainment-Music-Games
specific,inf,resource,no,no,no,no,reference,Finance
medium,notinf,action,no,no,no,no,reference,Cars-Transportation
medium,both,action,no,no,no,no,business,Technology-Electronic
specific,notinf,action,yes,no,no,no,business,Entertainment-Music-Games
specific,inf,resource,no,no,no,no,reference,Home-Garden
specific,both,resource,no,no,no,no,business,Beauty-Style
medium,both,resource,yes,no,no,no,business,Entertainment-Music-Games
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,yes,no,no,community,Social-Science
medium,inf,action,no,no,no,no,reference,Entertainment-Music-Games
medium,notinf,action,no,no,no,no,business,Finance
medium,notinf,resource,no,no,no,no,reference,Arts-Culture
medium,both,action,no,no,no,no,business,Cars-Transportation
medium,both,resource,no,no,no,no,reference,Finance
medium,both,action,no,no,no,no,business,Cars-Transportation
specific,inf,resource,no,no,no,no,reference,Home-Garden
specific,inf,resource,no,no,no,no,reference,Computers-Internet
medium,both,resource,no,no,no,no,reference,Arts-Culture
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,notinf,resource,no,no,no,no,reference,Social-Science
medium,both,action,no,no,no,no,business,Technology-Electronic
medium,inf,resource,no,no,no,no,reference,Home-Garden
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
medium,notinf,resource,no,yes,no,no,reference,Arts-Culture
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
medium,notinf,action,no,yes,no,no,business,Travel
medium,inf,resource,no,no,no,no,reference,Adults-Sex
specific,inf,resource,no,no,no,no,reference,Adults-Sex
medium,both,resource,no,yes,no,no,business,Travel
medium,notinf,resource,no,yes,no,no,reference,Travel
medium,both,resource,no,no,no,no,reference,Health
specific,both,action,no,no,no,no,business,Home-Garden
specific,inf,resource,no,no,no,no,reference,Industrial-Goods-Services
specific,notinf,action,yes,no,no,no,reference,Religion-Belief-Systems
specific,both,resource,yes,yes,no,no,business,Travel
